"","user","scheme","site","event","timeTaken_sec"
"756","ast426","textrandom;az-6","voteforyou","testing",6
"757","ast426","textrandom;az-6","voteforyou","testing",18
"758","ast426","textrandom;az-6","voteforyou","testing",18
"759","ast426","textrandom;az-6","voteforyou","testing",26
"760","ast426","textrandom;az-6","voteforyou","testing",32
"761","ast426","textrandom;az-6","studentlife","testing",69
"762","ast426","textrandom;az-6","studentlife","testing",74
"763","ast426","unknown;az-6","studentlife","Successful Login",74
"764","ast426","textrandom;az-6","wvacation","testing",194
"765","ast426","textrandom;az-6","wvacation","testing",202
"766","ast426","unknown;az-6","wvacation","Successful Login",203
"767","ast426","textrandom;az-6","voteforyou","testing",299
"768","ast426","textrandom;az-6","voteforyou","testing",306
"769","ast426","unknown;az-6","voteforyou","Successful Login",306
"770","ast426","unknown;N/A","HS-2011-1041","testing",515
"771","ast426","textrandom;az-6","wvacation","testing",175228
"772","ast426","textrandom;az-6","wvacation","testing",175232
"773","ast426","unknown;az-6","wvacation","Successful Login",175232
"774","ast426","textrandom;az-6","studentlife","testing",175388
"775","ast426","textrandom;az-6","studentlife","testing",175390
"776","ast426","unknown;az-6","studentlife","Successful Login",175391
"777","ast426","textrandom;az-6","voteforyou","testing",175554
"778","ast426","textrandom;az-6","voteforyou","testing",175558
"779","ast426","unknown;az-6","voteforyou","Failed Login",175559
"780","ast426","textrandom;az-6","voteforyou","testing",175563
"781","ast426","textrandom;az-6","voteforyou","testing",175568
"782","ast426","unknown;az-6","voteforyou","Failed Login",175569
"783","ast426","textrandom;az-6","voteforyou","Created Password",0
"784","ast426","textrandom;az-6","voteforyou","testing",10
"785","ast426","textrandom;az-6","voteforyou","testing",12
"786","ast426","textrandom;az-6","voteforyou","testing",18
"787","ast426","textrandom;az-6","voteforyou","testing",27
"788","ast426","textrandom;az-6","voteforyou","testing",34
"789","ast426","textrandom;az-6","voteforyou","testing",40
"790","ast426","textrandom;az-6","voteforyou","testing",41
"791","ast426","textrandom;az-6","voteforyou","testing",44
"792","ast426","textrandom;az-6","voteforyou","testing",51
"793","ast426","unknown;az-6","voteforyou","testing",52
"794","ast426","unknown;az-6","voteforyou","testing",52
"795","ast426","textrandom;az-6","voteforyou","testing",92
"796","ast426","textrandom;az-6","voteforyou","testing",97
"797","ast426","unknown;az-6","voteforyou","Successful Login",97
"798","ast426","unknown;N/A","HS-2011-1042","testing",140
"799","ast426","unknown;N/A","HS-2011-1042","testing",153
"800","ast426","unknown;N/A","HS-2011-1042","testing",165
"801","ast426","textrandom;az-6","voteforyou","testing",90058
"802","ast426","textrandom;az-6","voteforyou","testing",90063
"803","ast426","unknown;az-6","voteforyou","Failed Login",90063
"804","ast426","textrandom;az-6","voteforyou","testing",90066
"805","ast426","textrandom;az-6","voteforyou","testing",90077
"806","ast426","unknown;az-6","voteforyou","Failed Login",90077
"807","ast426","textrandom;az-6","studentlife","testing",90102
"808","ast426","textrandom;az-6","studentlife","testing",90106
"809","ast426","unknown;az-6","studentlife","Failed Login",90106
"810","ast426","textrandom;az-6","studentlife","testing",90111
"811","ast426","textrandom;az-6","studentlife","testing",90114
"812","ast426","unknown;az-6","studentlife","Successful Login",90114
"813","ast426","textrandom;az-6","wvacation","testing",90227
"814","ast426","textrandom;az-6","wvacation","testing",90230
"815","ast426","unknown;az-6","wvacation","Successful Login",90230
"816","ast426","textrandom;az-6","voteforyou","testing",90302
"817","ast426","textrandom;az-6","voteforyou","testing",90305
"818","ast426","unknown;az-6","voteforyou","Failed Login",90306
"819","ast426","textrandom;az-6","voteforyou","Created Password",0
"820","ast426","textrandom;az-6","voteforyou","testing",8
"821","ast426","textrandom;az-6","voteforyou","testing",13
"822","ast426","textrandom;az-6","voteforyou","testing",14
"823","ast426","textrandom;az-6","voteforyou","testing",18
"824","ast426","textrandom;az-6","voteforyou","testing",22
"825","ast426","textrandom;az-6","voteforyou","testing",27
"826","ast426","textrandom;az-6","voteforyou","testing",27
"827","ast426","textrandom;az-6","voteforyou","testing",32
"828","ast426","textrandom;az-6","voteforyou","testing",34
"829","ast426","textrandom;az-6","voteforyou","testing",37
"830","ast426","textrandom;az-6","voteforyou","testing",40
"831","ast426","textrandom;az-6","voteforyou","testing",40
"832","ast426","textrandom;az-6","voteforyou","testing",44
"833","ast426","textrandom;az-6","voteforyou","testing",46
"834","ast426","unknown;az-6","voteforyou","testing",47
"835","ast426","unknown;az-6","voteforyou","testing",47
"836","ast426","textrandom;az-6","voteforyou","testing",51
"837","ast426","textrandom;az-6","voteforyou","testing",54
"838","ast426","unknown;az-6","voteforyou","Successful Login",54
"839","ast426","unknown;N/A","HS-2011-1043","testing",112
"840","ast426","unknown;N/A","HS-2011-1043","testing",123
"841","ast426","textrandom;az-6","studentlife","testing",262517
"842","ast426","textrandom;az-6","studentlife","testing",262522
"843","ast426","unknown;az-6","studentlife","Successful Login",262522
"844","ast426","textrandom;az-6","wvacation","testing",262637
"845","ast426","textrandom;az-6","wvacation","testing",262641
"846","ast426","unknown;az-6","wvacation","Failed Login",262641
"847","ast426","textrandom;az-6","wvacation","testing",262641
"848","ast426","textrandom;az-6","wvacation","testing",262644
"849","ast426","unknown;az-6","wvacation","Failed Login",262645
"850","ast426","textrandom;az-6","wvacation","testing",262651
"851","ast426","textrandom;az-6","wvacation","testing",262663
"852","ast426","unknown;az-6","wvacation","Successful Login",262663
"853","ast426","textrandom;az-6","voteforyou","testing",262746
"854","ast426","textrandom;az-6","voteforyou","testing",262755
"855","ast426","unknown;az-6","voteforyou","Failed Login",262755
"856","ast426","textrandom;az-6","voteforyou","Created Password",0
"857","ast426","textrandom;az-6","voteforyou","testing",21
"858","ast426","textrandom;az-6","voteforyou","testing",21
"859","ast426","textrandom;az-6","voteforyou","testing",27
"860","ast426","textrandom;az-6","voteforyou","testing",33
"861","ast426","textrandom;az-6","voteforyou","testing",38
"862","ast426","textrandom;az-6","voteforyou","testing",46
"863","ast426","textrandom;az-6","voteforyou","testing",48
"864","ast426","textrandom;az-6","voteforyou","testing",51
"865","ast426","unknown;az-6","voteforyou","testing",51
"866","ast426","unknown;az-6","voteforyou","testing",51
"867","ast426","textrandom;az-6","voteforyou","testing",56
"868","ast426","textrandom;az-6","voteforyou","testing",61
"869","ast426","unknown;az-6","voteforyou","Successful Login",61
"870","ast426","unknown;N/A","HS-2011-1044","testing",480
"871","ast426","textrandom;az-6","voteforyou","testing",82400
"872","ast426","textrandom;az-6","voteforyou","testing",82406
"873","ast426","unknown;az-6","voteforyou","Successful Login",82407
"874","ast426","textrandom;az-6","studentlife","testing",82459
"875","ast426","textrandom;az-6","studentlife","testing",82465
"876","ast426","unknown;az-6","studentlife","Failed Login",82466
"877","ast426","textrandom;az-6","studentlife","testing",82468
"878","ast426","textrandom;az-6","studentlife","testing",82472
"879","ast426","unknown;az-6","studentlife","Successful Login",82472
"880","ast426","textrandom;az-6","wvacation","testing",82545
"881","ast426","textrandom;az-6","wvacation","testing",82551
"882","ast426","unknown;az-6","wvacation","Successful Login",82552
"883","ast426","unknown;N/A","HS-2011-1045","testing",83257
